"","Team","Game","Date","Home","Opponent","WINorLOSS","TeamPoints","OpponentPoints","FieldGoals","FieldGoalsAttempted","FieldGoals.","X3PointShots","X3PointShotsAttempted","X3PointShots.","FreeThrows","FreeThrowsAttempted","FreeThrows.","OffRebounds","TotalRebounds","Assists","Steals","Blocks","Turnovers","TotalFouls","Opp.FieldGoals","Opp.FieldGoalsAttempted","Opp.FieldGoals.","Opp.3PointShots","Opp.3PointShotsAttempted","Opp.3PointShots.","Opp.FreeThrows","Opp.FreeThrowsAttempted","Opp.FreeThrows.","Opp.OffRebounds","Opp.TotalRebounds","Opp.Assists","Opp.Steals","Opp.Blocks","Opp.Turnovers","Opp.TotalFouls"
"7012","LAC","70",2015-03-20,"Home","WAS","W","113","99","45","86",".523","12","23",".522","11","17",".647","8","46","33","5","6","14","21","37","86",".430","6","19",".316","19","23",".826","8","36","27","6","2","9","16"
"7116","LAC","71",2015-03-22,"Home","NOP","W","107","100","42","91",".462","7","23",".304","16","23",".696","16","42","25","10","7","10","17","38","75",".507","12","22",".545","12","16",".750","9","41","21","7","4","18","21"
"7214","LAC","72",2015-03-25,"Away","NYK","W","111","80","44","78",".564","11","28",".393","12","18",".667","6","39","31","12","7","15","17","29","82",".354","5","23",".217","17","19",".895","7","34","14","8","3","20","15"
"7312","LAC","73",2015-03-27,"Away","PHI","W","119","98","44","82",".537","12","29",".414","19","31",".613","8","56","28","8","2","16","24","36","86",".419","11","31",".355","15","27",".556","8","40","17","11","1","13","25"
"7412","LAC","74",2015-03-29,"Away","BOS","W","119","106","41","84",".488","13","32",".406","24","40",".600","13","53","28","5","5","12","21","39","93",".419","8","31",".258","20","23",".870","9","40","29","8","1","10","32"
"7512","LAC","75",2015-03-31,"Home","GSW","L","106","110","36","82",".439","6","22",".273","28","33",".848","10","41","19","4","8","11","24","38","85",".447","8","21",".381","26","34",".765","10","43","28","6","1","9","20"
"7612","LAC","76",2015-04-01,"Away","POR","W","126","122","46","86",".535","15","28",".536","19","24",".792","7","40","30","6","3","6","21","45","89",".506","13","25",".520","19","25",".760","13","43","25","4","3","8","19"
"7712","LAC","77",2015-04-04,"Away","DEN","W","107","92","34","79",".430","13","34",".382","26","42",".619","13","47","24","9","7","12","27","32","85",".376","6","22",".273","22","31",".710","15","44","21","7","1","15","31"
"7812","LAC","78",2015-04-05,"Away","LAL","W","106","78","40","75",".533","15","27",".556","11","18",".611","7","40","27","10","1","10","20","29","75",".387","7","17",".412","13","22",".591","14","41","17","3","3","17","18"
"7912","LAC","79",2015-04-07,"Home","LAL","W","105","100","39","81",".481","7","24",".292","20","30",".667","6","46","25","6","6","8","22","35","84",".417","9","25",".360","21","27",".778","8","43","24","2","1","11","25"
"8012","LAC","80",2015-04-11,"Home","MEM","W","94","86","35","88",".398","6","27",".222","18","22",".818","12","43","25","10","6","13","21","34","77",".442","2","9",".222","16","24",".667","11","43","24","8","4","18","20"
"8113","LAC","81",2015-04-13,"Home","DEN","W","110","103","37","82",".451","7","21",".333","29","37",".784","13","47","25","7","8","13","16","38","101",".376","12","33",".364","15","22",".682","25","58","18","7","0","11","27"
"8212","LAC","82",2015-04-14,"Away","PHO","W","112","101","42","87",".483","15","38",".395","13","18",".722","11","44","26","10","5","12","19","39","80",".488","11","26",".423","12","20",".600","11","39","25","8","3","15","16"
"170","LAL","1",2014-10-28,"Home","HOU","L","90","108","28","79",".354","3","10",".300","31","39",".795","11","36","16","7","3","11","32","31","73",".425","12","29",".414","34","50",".680","14","47","22","7","3","13","30"
"270","LAL","2",2014-10-29,"Away","PHO","L","99","119","37","86",".430","4","13",".308","21","25",".840","12","38","20","9","3","13","18","45","82",".549","16","32",".500","13","18",".722","9","40","23","5","3","14","25"
"370","LAL","3",2014-10-31,"Home","LAC","L","111","118","42","82",".512","7","20",".350","20","28",".714","9","40","24","5","2","14","35","34","71",".479","12","33",".364","38","44",".864","6","36","25","6","2","14","26"
"470","LAL","4",2014-11-01,"Away","GSW","L","104","127","41","88",".466","4","14",".286","18","25",".720","17","37","21","9","3","22","27","46","83",".554","11","23",".478","24","28",".857","12","43","30","10","4","20","26"
"570","LAL","5",2014-11-04,"Home","PHO","L","106","112","35","88",".398","6","16",".375","30","41",".732","18","49","16","7","8","12","25","41","91",".451","6","18",".333","24","31",".774","13","52","28","6","7","13","29"
"670","LAL","6",2014-11-09,"Home","CHO","W","107","92","42","82",".512","6","17",".353","17","22",".773","8","38","28","8","2","11","23","35","79",".443","3","14",".214","19","27",".704","12","39","15","5","0","11","18"
"770","LAL","7",2014-11-11,"Away","MEM","L","102","107","41","87",".471","7","22",".318","13","17",".765","15","38","22","8","6","13","22","41","78",".526","4","11",".364","21","26",".808","12","38","21","8","2","13","18"
"832","LAL","8",2014-11-12,"Away","NOP","L","102","109","35","84",".417","7","21",".333","25","32",".781","11","38","15","8","5","9","14","45","82",".549","8","19",".421","11","18",".611","8","44","27","3","12","13","24"
"913","LAL","9",2014-11-14,"Home","SAS","L","80","93","28","75",".373","2","12",".167","22","31",".710","11","46","17","6","5","13","13","33","80",".413","10","23",".435","17","20",".850","7","44","28","9","2","10","23"
"1013","LAL","10",2014-11-16,"Home","GSW","L","115","136","39","99",".394","3","16",".188","34","43",".791","20","48","17","9","4","7","27","46","86",".535","14","28",".500","30","34",".882","11","51","32","4","5","16","26"
"1117","LAL","11",2014-11-18,"Away","ATL","W","114","109","47","87",".540","6","17",".353","14","22",".636","13","44","24","7","0","11","24","41","85",".482","9","27",".333","18","23",".783","13","38","22","7","3","10","17"
"1215","LAL","12",2014-11-19,"Away","HOU","W","98","92","37","91",".407","5","20",".250","19","23",".826","14","47","17","8","3","13","18","30","74",".405","15","38",".395","17","23",".739","6","38","20","8","6","17","25"
"1313","LAL","13",2014-11-21,"Away","DAL","L","106","140","44","85",".518","5","13",".385","13","21",".619","13","33","24","3","4","10","24","51","82",".622","18","35",".514","20","28",".714","11","39","37","4","2","9","16"
"1413","LAL","14",2014-11-23,"Home","DEN","L","94","101","33","89",".371","3","24",".125","25","34",".735","9","50","15","10","6","13","28","34","90",".378","10","37",".270","23","38",".605","14","57","20","7","2","16","28"
"1513","LAL","15",2014-11-26,"Home","MEM","L","93","99","33","81",".407","8","19",".421","19","24",".792","12","42","16","6","9","11","18","36","80",".450","5","22",".227","22","25",".880","10","45","25","7","6","14","20"
"1613","LAL","16",2014-11-28,"Home","MIN","L","119","120","48","89",".539","8","21",".381","15","22",".682","12","35","27","12","1","14","22","45","79",".570","10","18",".556","20","24",".833","6","31","37","8","1","18","20"
"1713","LAL","17",2014-11-30,"Home","TOR","W","129","122","47","96",".490","10","24",".417","25","34",".735","12","54","24","4","7","10","21","45","104",".433","9","34",".265","23","31",".742","14","53","25","6","6","8","28"
"1813","LAL","18",2014-12-02,"Away","DET","W","106","96","39","81",".481","10","17",".588","18","24",".750","12","47","25","9","6","14","26","33","90",".367","6","21",".286","24","31",".774","16","49","20","6","5","14","16"
"1913","LAL","19",2014-12-03,"Away","WAS","L","95","111","33","85",".388","12","29",".414","17","21",".810","9","43","16","8","6","13","20","45","93",".484","6","19",".316","15","19",".789","12","53","33","6","3","11","15"
"2013","LAL","20",2014-12-05,"Away","BOS","L","96","113","38","92",".413","6","16",".375","14","19",".737","7","38","14","2","4","12","18","46","90",".511","8","20",".400","13","22",".591","10","54","29","6","2","16","19"
"2117","LAL","21",2014-12-07,"Home","NOP","L","87","104","36","90",".400","5","19",".263","10","15",".667","7","34","18","4","6","7","15","43","83",".518","8","18",".444","10","15",".667","9","50","28","2","4","15","14"
"2215","LAL","22",2014-12-09,"Home","SAC","W","98","95","38","96",".396","5","25",".200","17","25",".680","14","45","27","9","6","5","23","32","70",".457","7","15",".467","24","37",".649","9","48","20","3","3","16","25"
"2313","LAL","23",2014-12-12,"Away","SAS","W","112","110","44","96",".458","12","24",".500","12","15",".800","14","49","27","11","4","14","19","42","90",".467","12","31",".387","14","21",".667","12","47","23","10","5","19","16"
"2413","LAL","24",2014-12-14,"Away","MIN","W","100","94","34","81",".420","5","17",".294","27","34",".794","11","45","22","10","5","11","17","38","90",".422","3","10",".300","15","20",".750","14","46","25","6","3","14","21"
"2513","LAL","25",2014-12-15,"Away","IND","L","91","110","29","88",".330","10","26",".385","23","29",".793","11","38","14","10","5","9","20","40","83",".482","7","17",".412","23","27",".852","11","53","21","7","2","13","20"
"2613","LAL","26",2014-12-19,"Home","OKC","L","103","104","41","85",".482","10","25",".400","11","15",".733","5","43","28","3","5","10","21","37","86",".430","8","21",".381","22","29",".759","11","42","21","5","8","7","16"
"2713","LAL","27",2014-12-21,"Away","SAC","L","101","108","33","87",".379","10","26",".385","25","30",".833","18","47","14","8","2","16","29","38","79",".481","7","23",".304","25","36",".694","10","44","15","8","7","14","25"
"2813","LAL","28",2014-12-23,"Home","GSW","W","115","105","46","89",".517","12","26",".462","11","17",".647","13","42","28","11","10","16","15","39","84",".464","12","26",".462","15","17",".882","11","39","20","8","2","19","18"
"2913","LAL","29",2014-12-25,"Away","CHI","L","93","113","36","92",".391","5","16",".313","16","21",".762","16","39","18","9","8","4","21","42","86",".488","10","24",".417","19","25",".760","20","57","27","1","7","13","12"
"3013","LAL","30",2014-12-26,"Away","DAL","L","98","102","36","99",".364","11","29",".379","15","20",".750","24","63","20","8","6","16","23","42","83",".506","5","18",".278","13","24",".542","6","40","20","9","6","13","21"
"3117","LAL","31",2014-12-28,"Home","PHO","L","107","116","42","81",".519","12","20",".600","11","20",".550","4","35","22","8","6","17","19","44","87",".506","9","22",".409","19","24",".792","8","45","24","12","5","12","15"
"3215","LAL","32",2014-12-30,"Away","DEN","W","111","103","40","76",".526","14","25",".560","17","26",".654","4","42","31","6","4","18","20","39","87",".448","8","26",".308","17","27",".630","11","39","25","13","7","11","24"
"3313","LAL","33",2015-01-02,"Home","MEM","L","106","109","43","81",".531","6","19",".316","14","19",".737","5","38","24","10","8","13","28","41","84",".488","6","14",".429","21","31",".677","13","46","27","7","4","12","15"
"3413","LAL","34",2015-01-04,"Home","IND","W","88","87","27","71",".380","6","18",".333","28","30",".933","5","37","14","8","3","11","20","33","90",".367","8","28",".286","13","18",".722","16","50","21","5","2","14","21"
"3513","LAL","35",2015-01-05,"Away","POR","L","94","98","37","88",".420","4","14",".286","16","20",".800","11","49","20","5","0","10","20","33","83",".398","11","26",".423","21","24",".875","10","45","18","7","4","9","12"
"3613","LAL","36",2015-01-07,"Away","LAC","L","89","114","37","85",".435","5","20",".250","10","17",".588","9","46","21","3","1","12","20","40","85",".471","12","33",".364","22","30",".733","8","42","29","9","5","6","16"
"3713","LAL","37",2015-01-09,"Home","ORL","W","101","84","36","90",".400","7","21",".333","22","31",".710","18","60","16","8","7","12","21","30","76",".395","6","14",".429","18","23",".783","4","36","19","8","7","15","27"
"3813","LAL","38",2015-01-11,"Home","POR","L","94","106","36","81",".444","7","22",".318","15","19",".789","7","45","29","2","4","13","22","41","86",".477","13","31",".419","11","17",".647","6","43","28","5","0","11","18"
"3913","LAL","39",2015-01-13,"Home","MIA","L","75","78","29","92",".315","4","23",".174","13","18",".722","13","46","20","10","3","12","14","33","78",".423","2","16",".125","10","15",".667","9","52","23","7","11","18","16"
"4013","LAL","40",2015-01-15,"Home","CLE","L","102","109","39","76",".513","8","24",".333","16","23",".696","8","35","26","4","1","11","26","37","78",".474","9","30",".300","26","36",".722","12","38","14","8","3","9","15"
"4117","LAL","41",2015-01-16,"Away","UTA","L","85","94","31","65",".477","3","7",".429","20","27",".741","8","42","7","6","5","19","9","36","85",".424","12","31",".387","10","10","1.000","12","38","24","11","7","12","21"
"4215","LAL","42",2015-01-19,"Away","PHO","L","100","115","34","75",".453","8","17",".471","24","35",".686","13","46","24","9","3","23","20","43","86",".500","13","32",".406","16","22",".727","10","41","23","16","7","15","22"
"4313","LAL","43",2015-01-21,"Away","NOP","L","80","96","28","77",".364","6","20",".300","18","21",".857","10","41","16","12","4","16","21","38","83",".458","3","16",".188","17","21",".810","10","45","21","8","5","15","12"
"4413","LAL","44",2015-01-23,"Away","SAS","L","85","99","33","83",".398","5","13",".385","14","20",".700","8","40","18","4","4","8","21","36","84",".429","7","24",".292","20","27",".741","12","52","19","5","4","10","16"
"4513","LAL","45",2015-01-25,"Home","HOU","L","87","99","34","79",".430","1","13",".077","18","25",".720","13","53","20","4","2","21","18","35","87",".402","13","44",".295","16","21",".762","11","46","22","13","4","14","23"
"4613","LAL","46",2015-01-27,"Home","WAS","L","92","98","37","87",".425","5","20",".250","13","16",".813","8","38","17","9","4","11","19","38","78",".487","4","16",".250","18","27",".667","9","51","19","8","2","16","18"
"4713","LAL","47",2015-01-29,"Home","CHI","W","123","118","50","106",".472","3","9",".333","20","25",".800","18","54","26","5","8","13","27","43","104",".413","6","25",".240","26","32",".813","17","49","26","9","6","11","21"
"4813","LAL","48",2015-02-01,"Away","NYK","L","80","92","27","76",".355","7","16",".438","19","23",".826","10","46","15","7","3","14","15","37","84",".440","10","22",".455","8","13",".615","11","41","18","7","3","10","21"
"4913","LAL","49",2015-02-04,"Away","MIL","L","105","113","39","93",".419","9","28",".321","18","25",".720","18","53","22","3","2","16","25","41","82",".500","11","26",".423","20","22",".909","5","35","25","10","7","11","22"
"5013","LAL","50",2015-02-06,"Away","ORL","L","97","103","39","97",".402","11","26",".423","8","13",".615","15","43","27","12","8","14","13","43","83",".518","5","15",".333","12","14",".857","10","48","26","9","6","18","13"
"5117","LAL","51",2015-02-08,"Away","CLE","L","105","120","41","100",".410","7","23",".304","16","19",".842","19","46","22","11","5","7","18","45","82",".549","18","33",".545","12","20",".600","6","46","31","6","7","14","15"
"5215","LAL","52",2015-02-10,"Home","DEN","L","96","106","37","85",".435","6","18",".333","16","27",".593","14","43","23","3","2","10","24","43","79",".544","4","16",".250","16","23",".696","4","35","25","9","8","7","22"
"5313","LAL","53",2015-02-11,"Away","POR","L","86","102","34","93",".366","7","16",".438","11","11","1.000","14","48","17","4","5","10","23","35","86",".407","10","30",".333","22","23",".957","15","52","27","5","5","10","11"
"5413","LAL","54",2015-02-20,"Home","BRK","L","105","114","41","89",".461","4","23",".174","19","29",".655","14","46","22","10","4","10","18","42","89",".472","10","21",".476","20","24",".833","13","46","29","7","2","11","20"
"5513","LAL","55",2015-02-22,"Home","BOS","W","118","111","43","84",".512","7","18",".389","25","38",".658","6","46","22","8","4","17","27","42","98",".429","8","33",".242","19","27",".704","13","48","27","9","5","16","31"
